Date,Open,High,Low,Close,Volatility,Price_Change
1315864800.0,0.005770878660974596,0.005405985779506847,0.005580755382732051,0.006206534799474495,0.08474157944059896,0.5032025136001835
1315951200.0,0.006661445805836635,0.0075754846900520575,0.005868794556059617,0.00784733739695626,0.2377709043317217,0.5616075961996926
1316037600.0,0.008656316210327596,0.008393502271131366,0.007381000216029379,0.009595152659089575,0.18018101390666957,0.5406144234646885
1316124000.0,0.009796238593482423,0.009247074855028266,0.009253258443148256,0.010058862316013235,0.09753363381839421,0.4881097428815433
1316383200.0,0.008905671448620384,0.009389333988538378,0.008425145819831496,0.01037988247511829,0.17514942651613383,0.5810783971379359
1316469600.0,0.010722428424138949,0.010065085322973077,0.009613307409807727,0.009559482959862371,0.13367309459843524,0.37782583609715725
1316556000.0,0.009796238593482423,0.00850019217555489,0.006156833729387196,0.006028182736368513,0.2875506882244801,0.1652338353255699
1316642400.0,0.003562268579448154,0.0034854359068952614,0.0012241664866421828,0.002710897141268013,0.2927037661064064,0.39758752525386704
1316728800.0,0.002137364709937468,0.0017071522809282856,0.001548214157125359,0.002710897141268013,0.11449461711059097,0.5164277311836236
1316988000.0,0.0031704261602460127,0.003023082164143851,0.0016922301432994846,0.004066352845841853,0.2141692907845011,0.5420576773587206
1317074400.0,0.004844688830318071,0.004445709064917439,0.0042845863037373035,0.004886752361097785,0.11325484127135797,0.47179223892202415
1317160800.0,0.00580650134676907,0.006046167884854957,0.004500612083243321,0.004565725068052877,0.2272070723317159,0.3670202466883026
1317247200.0,0.005984614775741481,0.005334850877900927,0.002988406423273559,0.004102022545069069,0.2953239719031088,0.3138414645961663
1317333600.0,0.0032060488460404998,0.0029519508191051735,0.0022322999927990206,0.002104512254405426,0.16189711202278106,0.37616078163410877
1317592800.0,0.0014961528033682308,0.0023829000587957407,0.0009361273133146036,0.0008204102161656859,0.22521648185412962,0.41122354647737747
1317679200.0,0.0,0.0025607248648251853,0.0,0.0037096522865998276,0.32079800535920044,0.7744632142808668
1317765600.0,0.003989744371250519,0.005299285205381582,0.003240440699935186,0.005671482177126488,0.2713822669509791,0.6040525293577432
1317852000.0,0.005699633289385622,0.006152861345845725,0.005184708720385968,0.0072766222093208896,0.17922070034851217,0.5932637775595054
1317938400.0,0.007267031464342814,0.00654408374355847,0.006984953553683297,0.006955594916275994,0.06258280180138572,0.44336488804004603
1318197600.0,0.008121975923410366,0.008180101122880834,0.007957078562684523,0.009416807729923446,0.11645334026571369,0.5683846238159589
1318284000.0,0.009119414687924435,0.008535761404641478,0.008857200979333188,0.00963082235831679,0.072308099576922,0.5074971072626092
1318370400.0,0.010259337071079263,0.009389333988538378,0.009505292719809884,0.009488139994438025,0.08870270283897956,0.4081356663147759
1318456800.0,0.008763184267711045,0.008998118703960145,0.008497159213653046,0.010272876944406581,0.13836535015805868,0.5839414971045767
1318543200.0,0.010722428424138949,0.010065085322973077,0.009937351479801246,0.010593904237451476,0.10791825892014746,0.45797115074851213
